first_name,last_name,email,phone,age,city,registration_date,customer_segment,credit_score,total_spent,customer_id
Laura,Hoover,missing,001-857-499-1366x2103,33.0,Tlemcen,2023-02-25,Basic,633.0,5845.54,CUST_00213
Thomas,Mendez,richamanda@example.org,772-298-0686,23.0,Biskra,2024-02-25,Premium,673.0,3906.72,CUST_00214
Shawna,Olson,zbell@example.net,001-591-262-4731x49864,27.0,Algiers,2024-08-06,Basic,466.0,4379.88,CUST_00215
David,Smith,gwendolynstewart@example.com,726-694-4869,35.0,Sétif,2025-02-16,Premium,489.0,10849.53,CUST_00216
Robert,Bowers,jwhite@example.net,844.795.6213x7213,27.0,Biskra,2024-09-14,Standard,669.0,10804.42,CUST_00217
gabrielle,Williams,aoconnell@example.org,(379)261-1435,18.0,SÉTIF,2025-08-28,Standard,641.0,10928.86,CUST_00218
Richard,Douglas,jennifer90@example.org,+1-477-203-8430x9883,31.0,Batna,2023-08-01,Basic,574.0,12159.28,CUST_00219
Aaron,Moore,kimberly56@example.com,001-738-701-1848,31.0,Blida,2023-07-18,Standard,570.0,14099.45,CUST_00220
Sylvia,Gibson,qandrews@example.org,(981)881-8451x84894,18.0,Tlemcen,2024-04-25,Basic,648.0,519.44,CUST_00221
John,Morgan,missing,614.516.3356x5880,29.0,Blida,2023-02-21,Standard,664.0,3668.89,CUST_00222
Emily,Nicholson,missing,(539)542-3733x343,32.0,Annaba,2025-05-16,Basic,551.0,2100.83,CUST_00223
Michael,Maxwell,moraemma@example.net,490.680.7595x7947,33.0,Sétif,2023-07-13,Standard,651.0,39041.96,CUST_00224
Barbara,Brown,imendoza@example.org,356.727.1875x00369,21.0,Batna,2024-09-13,Premium,660.0,11518.84,CUST_00225
Jordan,Dunn,josephmullen@example.com,(427)563-6556x472,50.0,Oran,2025-01-10,Standard,563.0,6196.72,CUST_00226
Linda,Peters,zgonzalez@example.net,(770)926-7288,51.0,Blida,2023-08-14,Basic,624.0,4743.879999999999,CUST_00227
Michele,Williams,vaughnbrian@example.com,317.754.5588x4506,47.0,Tlemcen,2023-06-18,Standard,762.0,2766.42,CUST_00228
Barbara,Banks,missing,+1-887-371-6947x22569,50.0,Oran,2023-05-08,Standard,789.0,7863.900000000001,CUST_00229
Jeremy,Stewart,jennifer96@example.com,359.587.6220x234,34.0,Constantine,2024-01-21,Standard,678.0,4775.37,CUST_00230
Cody,Zuniga,missing,411.449.2164x33472,33.0,Algiers,2022-12-20,Standard,612.0,227.01,CUST_00231
Michael,Herman,imcdonald@example.com,+1-872-682-9979,43.0,Batna,2024-04-22,Standard,616.0,16835.07,CUST_00232
Jeremy,Davis,michael42@example.com,9089254780,20.0,Blida,2022-11-22,Standard,664.0,9509.24,CUST_00233
Russell,Carter,laurakelley@example.org,(686)663-2663x41638,32.0,Biskra,2025-04-16,Standard,602.0,3572.6400000000003,CUST_00234
Robert,Castaneda,derrickrodriguez@example.com,+1-474-397-3502x080,18.0,Blida,2023-09-03,Basic,621.0,449.6,CUST_00235
Jennifer,Acosta,christophersmith@example.org,964-475-7051x20461,66.0,Annaba,2025-07-20,Standard,499.0,8267.02,CUST_00236
John,James,martinezkayla@example.org,(473)203-7183x7645,38.0,Biskra,2024-06-04,Standard,615.0,6618.28,CUST_00237
Jon,Little,michaelwilliams@example.net,313.865.0249,18.0,Annaba,2022-11-21,Standard,776.0,7994.95,CUST_00238
Bobby,Logan,jbarker@example.com,001-413-927-1950x05281,34.0,Annaba,2023-10-25,Basic,678.0,20846.85,CUST_00239
Angela,Newman,linda73@example.org,001-565-424-0778x487,42.0,Biskra,2023-11-28,Standard,355.0,16836.53,CUST_00240
Jessica,Hill,caseymoore@example.com,585-770-8620x959,23.0,ORAN,2024-11-02,Basic,512.0,20301.07,CUST_00241
Amber,Hughes,jcannon@example.net,356-951-1810x2203,43.0,Annaba,2023-02-28,Standard,701.0,6429.99,CUST_00242
Ashley,Huff,sfox@example.net,705-839-1037x170,34.0,Batna,2025-03-31,Premium,561.0,17245.67,CUST_00243
Brian,Jensen,navarromary@example.org,581.413.8633,18.0,Biskra,2025-02-10,Premium,671.0,32082.59,CUST_00244
Robert,Garcia,emily61@example.org,(786)785-2897,25.0,Biskra,2025-11-02,Basic,556.0,14016.71,CUST_00245
Mark,Watson,umckenzie@example.net,998.836.8457,35.0,Algiers,2025-01-16,Standard,677.0,10901.4,CUST_00246
Tonya,Larson,victoriaturner@example.com,435.304.8889,37.0,Algiers,2024-03-30,Standard,600.0,15013.66,CUST_00247
Eric,Baker,jesseshepherd@example.org,001-369-631-5727,28.0,Algiers,2025-01-20,Standard,473.0,20833.43,CUST_00248
Barbara,Miller,missing,(713)590-6048x05892,31.0,Constantine,2023-01-06,Basic,665.0,13201.44,CUST_00249
Jessica,Long,kmullins@example.net,936-246-2251,29.0,Biskra,2024-01-23,Basic,737.0,16577.170000000002,CUST_00250
Christopher,Shaw,kathleencastillo@example.org,missing,18.0,Sétif,2024-02-19,Standard,636.0,4338.83,CUST_00251
Michael,Flores,carrillogary@example.com,+1-279-527-0335x211,22.0,Tlemcen,2025-08-23,Premium,755.0,24492.07,CUST_00252
Misty,Wilkins,cooperlinda@example.com,970.453.8338x848,18.0,Algiers,2023-12-29,Standard,629.0,19967.98,CUST_00253
Rebecca,Rose,george43@example.net,+1-840-570-1645x104,30.0,Sétif,2024-05-22,Basic,850.0,2203.35,CUST_00254
Jenna,Mckee,idelacruz@example.org,(638)778-0038,47.0,Sidi Bel Abbès,2024-01-17,Standard,513.0,3995.11,CUST_00255
Eric,Reed,missing,304-860-8432x562,18.0,BISKRA,2025-09-29,Basic,661.0,2177.07,CUST_00256
Cheyenne,Garrett,missing,495-878-2329x8324,44.0,Constantine,2024-10-31,Standard,409.0,5110.71,CUST_00257
Annette,Moore,grantstacy@example.org,(652)405-6647,36.0,Annaba,2023-03-09,Basic,804.0,8254.93,CUST_00258
Jack,Farmer,catherine93@example.net,930.751.7289,46.0,Constantine,2025-06-02,Standard,575.0,9292.73,CUST_00259
Travis,Taylor,jeremyortiz@example.org,563-833-1279x757,43.0,Sétif,2025-03-11,Standard,717.0,9663.52,CUST_00260
Cathy,Holloway,phillip99@example.net,208.517.7038x86086,26.0,Blida,2024-03-07,Basic,645.0,1623.68,CUST_00261
Nicole,Ayala,steven64@example.net,4828771812,27.0,Sétif,2023-11-01,Premium,590.0,8399.970000000001,CUST_00262
Angel,Chavez,nicoledavis@example.com,001-421-811-7518x689,20.0,Biskra,2024-01-03,Standard,734.0,5746.12,CUST_00263
Kayla,Barr,fernandothomas@example.net,5642474212,21.0,Tlemcen,2025-02-27,Basic,634.0,3398.98,CUST_00264
Alexander,Jimenez,missing,633.597.7671x9903,61.0,Algiers,2023-06-02,Standard,460.0,20318.43,CUST_00265
Brian,Bailey,melissaestrada@example.net,451-901-6224x9998,40.0,Tlemcen,2023-12-11,Standard,687.0,0.0,CUST_00266
Barry,Mack,missing,+1-814-572-1458,29.0,Annaba,2024-09-12,Standard,488.0,4473.81,CUST_00267
Daniel,Blair,webbhaley@example.net,969-954-8995x2997,35.0,Constantine,2025-07-07,Basic,707.0,9101.92,CUST_00268
Jesse,Roberts,aaronjohnson@example.net,539-266-0558,37.0,Annaba,2024-12-07,Basic,529.0,20064.91,CUST_00269
Jonathan,Jones,william50@example.org,+1-455-969-9023x55770,26.0,CONSTANTINE,2024-09-29,Basic,541.0,14820.69,CUST_00270
Patricia,Herrera,steven60@example.net,295-788-0395x5124,25.0,Sétif,2024-09-28,Basic,493.0,11607.84,CUST_00271
Megan,Duncan,hlopez@example.com,001-650-446-1735x743,36.0,Oran,2023-12-27,Standard,708.0,12117.01,CUST_00272
Benjamin,Harris,missing,923.857.8452x18230,18.0,Biskra,2023-03-18,Premium,653.0,15061.24,CUST_00273
Larry,Williams,cookpamela@example.org,340.694.3533x44857,41.0,Constantine,2023-05-03,Basic,850.0,18542.69,CUST_00274
Danny,Mullen,clarkmichael@example.com,224-493-2149x587,30.0,Algiers,2024-04-10,Standard,302.0,12006.6,CUST_00275
Emma,Rodriguez,millerphilip@example.net,+1-497-395-4538x179,35.0,Sidi Bel Abbès,2023-02-26,Standard,720.0,11553.3,CUST_00276
lance,Newman,oruiz@example.org,+1-345-762-5577x017,36.0,Sidi Bel Abbès,2024-03-31,Standard,755.0,5056.41,CUST_00277
George,Tate,williamsullivan@example.net,858-514-8769,26.0,Tlemcen,2023-08-06,Standard,547.0,5954.360000000001,CUST_00278
Erik,Olson,petersonlisa@example.net,(769)358-3219x71997,31.0,Sidi Bel Abbès,2023-05-24,Standard,763.0,3833.08,CUST_00279
Stephanie,Jones,missing,970-513-2902x27846,52.0,Annaba,2024-11-27,Standard,477.0,8305.09,CUST_00280
Leslie,Hudson,samantha65@example.org,001-209-286-2405,18.0,Biskra,2025-04-29,Standard,729.0,35192.05,CUST_00281
Michael,Callahan,youngjacqueline@example.com,+1-856-766-6832x7238,47.0,Sétif,2023-04-30,Standard,749.0,16037.31,CUST_00282
Whitney,Santiago,alexanderwong@example.org,001-876-921-2679x6927,19.0,Sétif,2023-12-06,Basic,527.0,6680.31,CUST_00283
Jacob,Jacobs,pbradford@example.net,346.489.5009x75197,40.0,BISKRA,2025-10-25,Standard,596.0,15025.42,CUST_00284
Tonya,Maxwell,hblack@example.net,737-218-9490,44.0,Sidi Bel Abbès,2024-03-23,Basic,549.0,7313.24,CUST_00285
Rebecca,Berry,robert44@example.org,2946940792,37.0,Tlemcen,2022-12-11,Standard,788.0,35422.33,CUST_00286
Todd,Martinez,yorkjoshua@example.org,+1-444-640-1929x275,27.0,ANNABA,2024-04-26,Standard,727.0,5549.5,CUST_00287
Lauren,Atkins,tracey29@example.org,466.937.2395x0410,22.0,Sétif,2024-04-16,Standard,539.0,7806.110000000001,CUST_00288
Thomas,Vaughan,missing,728-860-4765x801,56.0,Tlemcen,2025-08-14,Standard,584.0,7572.01,CUST_00289
Michele,Rogers,leah49@example.com,239.838.5258x001,53.0,Oran,2024-06-09,Premium,600.0,1388.74,CUST_00290
Gina,Bell,johnathan00@example.net,409-839-1119,53.0,Tlemcen,2025-04-10,Standard,588.0,21865.74,CUST_00291
Jack,Rodriguez,jonowens@example.org,+1-274-665-4214x0665,46.0,Blida,2023-05-26,Basic,521.0,6245.1,CUST_00292
Chad,Krause,missing,328-263-9174,52.0,Oran,2023-01-28,Standard,774.0,5012.53,CUST_00293
Jessica,Waters,mosleyeduardo@example.net,9069425690,42.0,Sétif,2024-01-28,Basic,496.0,11370.76,CUST_00294
Jessica,Burnett,fernandezaaron@example.net,001-371-998-5546x01585,54.0,Blida,2024-10-21,Standard,722.0,5415.35,CUST_00295
Gregory,Williams,tguerrero@example.net,(915)871-7320x3093,30.0,Oran,2025-03-29,Standard,692.0,12562.92,CUST_00296
Dawn,Porter,blevy@example.org,205-406-1387x82931,18.0,Sidi Bel Abbès,2024-10-28,Standard,606.0,10375.09,CUST_00297
Thomas,Hardin,missing,(304)317-9291,38.0,Sidi Bel Abbès,2024-08-25,Standard,626.0,2500.8500000000004,CUST_00298
Christina,Brown,ronaldcain@example.net,+1-365-619-8253x09251,43.0,Constantine,2025-02-19,Standard,798.0,3852.94,CUST_00299
Gary,Wood,samuelfrost@example.org,(219)462-0710,40.0,Oran,2024-12-25,Standard,526.0,1910.75,CUST_00300
Brittney,Campbell,nschwartz@example.org,+1-348-676-3290x9279,25.0,Batna,2024-02-13,Basic,511.0,10298.88,CUST_00301
angela,Lee,missing,237.734.0312x77220,58.0,Blida,2023-06-29,Basic,573.0,5238.17,CUST_00302
John,Jensen,vwilliams@example.org,+1-922-707-8113,34.0,Sétif,2023-06-17,Basic,581.0,17438.46,CUST_00303
Erica,Nguyen,nguyencorey@example.net,(436)831-7970x62397,44.0,Batna,2023-04-10,Basic,684.0,13489.56,CUST_00304
Jennifer,Chen,james20@example.net,001-704-521-7762,18.0,Blida,2024-09-03,Basic,517.0,2433.71,CUST_00305
Kristine,Little,belindatran@example.org,268-873-9774,32.0,Annaba,2023-08-10,Standard,564.0,6813.06,CUST_00306
Ryan,Walker,robinvillanueva@example.com,3079806867,59.0,Sidi Bel Abbès,2023-08-02,Standard,648.0,1019.32,CUST_00307
Angela,Smith,idodson@example.com,431-807-4279x9077,46.0,Constantine,2025-03-26,Standard,741.0,6312.8,CUST_00308
Mitchell,Marshall,daltonchad@example.net,780-246-4989x31950,32.0,Oran,2024-01-05,Standard,619.0,7092.96,CUST_00309
Steven,Williams,gregory81@example.net,001-732-653-8179x335,47.0,Biskra,2024-11-26,Standard,850.0,6941.58,CUST_00310
Joshua,Brown,shaun88@example.org,488.647.9513x7116,38.0,Oran,2023-03-11,Standard,742.0,0.0,CUST_00311
Joshua,Terry,nhernandez@example.net,+1-304-268-2756x7043,45.0,Annaba,2025-05-15,Standard,626.0,4730.66,CUST_00312
April,Rogers,missing,+1-688-277-4924x24375,52.0,Constantine,2023-12-04,Standard,749.0,3664.3,CUST_00313
Stephen,Jackson,jennifermitchell@example.org,001-422-531-0592x745,48.0,Biskra,2024-12-26,Standard,587.0,8420.630000000001,CUST_00314
Elizabeth,Spence,nathanfernandez@example.org,+1-441-206-7275,34.0,Biskra,2025-10-16,Premium,655.0,12647.12,CUST_00315
Mark,Thornton,wkemp@example.net,+1-529-975-1702x81406,49.0,Batna,2023-02-21,Standard,600.0,6966.46,CUST_00316
Brian,Davidson,kimberlywang@example.org,7182718637,27.0,Batna,2024-01-21,Standard,648.0,7566.72,CUST_00317
Jennifer,Patterson,missing,(847)481-3767x426,42.0,Tlemcen,2024-08-28,Standard,716.0,12887.0,CUST_00318
Douglas,Turner,carl96@example.org,5644628792,39.0,Sétif,2023-09-25,Standard,563.0,887.17,CUST_00319
Tracy,Carson,mary47@example.net,001-973-500-2447x1462,55.0,Algiers,2023-03-22,Basic,757.0,5307.26,CUST_00320
Joshua,Gamble,georgemichael@example.com,001-664-471-5890,21.0,Tlemcen,2023-01-15,Standard,571.0,6957.790000000001,CUST_00321
Luis,Johns,michaelbrown@example.com,(750)744-8183x21928,41.0,Blida,2023-09-05,Basic,753.0,37966.29,CUST_00322
Helen,Cox,madeline02@example.net,357-865-2132x8338,42.0,Sidi Bel Abbès,2025-08-11,Standard,555.0,25574.41,CUST_00323
Darryl,Anderson,mendozalarry@example.com,(579)485-2401,38.0,CONSTANTINE,2024-12-05,Standard,596.0,5929.45,CUST_00324
Kyle,Clark,colemankathryn@example.org,207-960-3108,36.0,Oran,2025-08-03,Standard,623.0,15901.05,CUST_00325
Bradley,Turner,websterkimberly@example.net,793.725.0124,40.0,Constantine,2025-06-06,Premium,496.0,23300.53,CUST_00326
Kimberly,Austin,garciabelinda@example.org,933.342.8013x87592,22.0,Constantine,2025-05-14,Premium,625.0,11435.77,CUST_00327
Tina,Coleman,missing,271-382-7548,42.0,Batna,2024-05-06,Basic,782.0,15516.57,CUST_00328
Paul,Bryant,gloria73@example.net,(346)331-7520x71678,36.0,Constantine,2024-01-18,Basic,652.0,4359.53,CUST_00329
Heather,Madden,calvinhester@example.com,696.813.6749,39.0,Batna,2024-04-16,Standard,439.0,3665.99,CUST_00330
Carrie,Sullivan,jdixon@example.com,214-377-3201,58.0,Sidi Bel Abbès,2024-11-24,Standard,599.0,16381.3,CUST_00331
Teresa,Reyes,eric99@example.org,001-218-277-3477x84858,26.0,Sétif,2025-07-03,Standard,601.0,18330.46,CUST_00332
David,Cole,cramos@example.org,(984)327-6246,53.0,Tlemcen,2024-11-20,Basic,735.0,4138.9,CUST_00333
Donna,Jennings,kalvarez@example.net,7642796954,39.0,ALGIERS,2024-08-20,Standard,629.0,16539.12,CUST_00334
David,Richardson,hubbardcolleen@example.com,565-656-5033,21.0,Tlemcen,2023-02-13,Basic,712.0,4415.44,CUST_00335
Hailey,Melton,morganandrew@example.com,2767986407,38.0,Sétif,2024-07-29,Basic,732.0,8437.24,CUST_00336
Marcus,Davis,rgarcia@example.org,678-652-9456x37183,32.0,Algiers,2023-10-03,Premium,575.0,6089.0,CUST_00337
Ashley,Ballard,robbinsbelinda@example.net,741-598-7635x14846,34.0,Sétif,2024-01-26,Standard,697.0,12962.44,CUST_00338
Colleen,Chavez,nicoleburton@example.net,(297)537-4896,29.0,Batna,2024-04-01,Standard,668.0,8907.63,CUST_00339
John,Francis,megan65@example.org,+1-536-244-2493x6312,41.0,Annaba,2025-04-03,Basic,471.0,2315.23,CUST_00340
Lance,Washington,chenderson@example.org,(942)204-4820,34.0,Algiers,2025-06-11,Standard,566.0,24989.12,CUST_00341
Christopher,Guzman,lesterrichard@example.com,+1-316-523-1981x89847,40.0,Tlemcen,2023-03-26,Standard,686.0,16616.309999999998,CUST_00342
Lindsay,Murphy,vshaffer@example.org,(732)312-3476x49078,34.0,Batna,2024-07-02,Standard,820.0,888.04,CUST_00343
Thomas,Sanchez,natasha25@example.com,001-754-309-0034x864,32.0,Biskra,2025-06-19,Basic,620.0,8140.81,CUST_00344
Mia,Price,qpennington@example.com,634-332-7560,52.0,Sidi Bel Abbès,2024-04-11,Premium,533.0,960.96,CUST_00345
Robert,Randall,gmcdowell@example.org,001-448-915-6985x700,21.0,Constantine,2022-11-15,Standard,672.0,13903.23,CUST_00346
James,Torres,rodriguezjohn@example.net,001-329-865-7724x29543,21.0,BATNA,2023-05-30,Standard,718.0,17354.699999999997,CUST_00347
Nancy,Duffy,andrewjohnson@example.net,+1-693-417-3420x6969,27.0,Oran,2025-09-27,Standard,695.0,10390.39,CUST_00348
George,Bradley,higginsryan@example.com,+1-571-633-3447x62639,38.0,Annaba,2024-02-13,Standard,631.0,1965.21,CUST_00349
Ricky,Thomas,theresa39@example.com,859.571.0725,28.0,Sétif,2024-12-27,Basic,788.0,17317.120000000003,CUST_00350
Jill,Scott,missing,459.290.0489x6465,41.0,Tlemcen,2023-05-27,Premium,850.0,4452.09,CUST_00351
Geoffrey,Vasquez,natalie21@example.com,001-886-624-1502x745,28.0,Blida,2024-09-13,Standard,682.0,8576.880000000001,CUST_00352
kathleen,Baker,ryan25@example.net,428.970.3203x2074,26.0,Sétif,2023-03-19,Standard,725.0,3200.8,CUST_00353
Paula,Simpson,missing,677.512.1513x4228,26.0,Tlemcen,2025-11-09,Standard,724.0,25456.31,CUST_00354
Adam,Wang,robertjones@example.com,+1-915-904-1659x15201,43.0,Sidi Bel Abbès,2024-09-30,Basic,604.0,9860.74,CUST_00355
Joseph,Barrett,tara97@example.com,001-892-630-4501x8961,45.0,Constantine,2023-08-02,Basic,797.0,4806.77,CUST_00356
Kelli,Ross,phelpsfrank@example.com,521-947-6492x5158,42.0,Sidi Bel Abbès,2025-07-09,Premium,630.0,0.0,CUST_00357
Thomas,Hart,bdavis@example.com,+1-326-661-0857x327,32.0,Sidi Bel Abbès,2024-03-05,Standard,486.0,19194.5,CUST_00358
Rebecca,Woods,traceysutton@example.com,386.849.0810,23.0,Sétif,2023-02-23,Standard,824.0,3703.11,CUST_00359
Donna,Carroll,michael91@example.net,6177226016,28.0,Tlemcen,2025-01-13,Standard,544.0,6712.620000000001,CUST_00360
Katherine,Cole,matthew23@example.org,394-216-8006,18.0,Constantine,2024-10-30,Standard,848.0,915.66,CUST_00361
Steve,Sullivan,nturner@example.com,001-564-912-2031x030,38.0,CONSTANTINE,2024-10-24,Standard,777.0,8701.869999999999,CUST_00362
Ryan,Garrett,christophercarrillo@example.org,560.612.2777x0793,21.0,Tlemcen,2025-05-09,Premium,850.0,7911.42,CUST_00363
Peter,Cook,mccoyjennifer@example.com,599.284.0767x8997,23.0,Biskra,2022-12-02,Standard,657.0,12324.36,CUST_00364
Barbara,Tran,missing,595.776.0243x7573,18.0,Tlemcen,2025-06-04,Premium,563.0,4984.95,CUST_00365
Jennifer,Mcdonald,jennifer66@example.net,+1-957-329-3417x2232,47.0,Sétif,2025-09-10,Basic,602.0,590.48,CUST_00366
Tristan,Young,kiddmichael@example.com,(522)980-1561x931,18.0,Blida,2025-11-05,Basic,366.0,9152.62,CUST_00367
Kristen,Hammond,missing,207-371-1991,37.0,Constantine,2024-10-02,Standard,694.0,960.13,CUST_00368
Monica,Bartlett,jessicaerickson@example.net,712.655.2137x6037,30.0,Biskra,2023-05-18,Standard,667.0,15369.19,CUST_00369
Joseph,Espinoza,qward@example.org,(786)232-6667,48.0,Sidi Bel Abbès,2023-04-20,Basic,616.0,14039.12,CUST_00370
Alejandro,Drake,millerleroy@example.org,(706)202-9084x66845,28.0,Blida,2025-07-25,Standard,670.0,9483.68,CUST_00371
Cheryl,Thomas,ngriffin@example.net,+1-497-656-3410x856,18.0,Annaba,2023-02-21,Standard,682.0,11705.26,CUST_00372
Andrea,Boyd,andrewzamora@example.net,001-643-746-8105,19.0,Oran,2023-01-03,Basic,820.0,3216.1,CUST_00373
Debra,Martinez,ashley07@example.com,499.889.3544,49.0,Biskra,2025-01-28,Standard,664.0,13083.1,CUST_00374
Daniel,Black,mackenzieward@example.org,(566)911-0627,18.0,Oran,2023-12-21,Premium,725.0,20303.370000000003,CUST_00375
Alicia,Chapman,lwiggins@example.com,+1-367-576-2282x7728,51.0,Sidi Bel Abbès,2024-04-13,Standard,602.0,14717.8,CUST_00376
Julie,Raymond,sandra19@example.com,715-694-0821,40.0,Batna,2023-10-10,Standard,534.0,15463.29,CUST_00377
todd,Moody,kristenfisher@example.com,632-970-1851x0679,24.0,Batna,2025-03-17,Premium,627.0,3314.69,CUST_00378
Thomas,Cortez,kathleenwagner@example.com,001-277-925-1996x63658,30.0,BLIDA,2024-10-19,Basic,599.0,19839.11,CUST_00379
Michelle,Mann,ann18@example.org,298.390.9837,32.0,Biskra,2023-05-27,Basic,653.0,14996.19,CUST_00380
Andrew,Buchanan,mariacombs@example.net,418.895.6907x056,22.0,Algiers,2025-06-11,Basic,743.0,167.86,CUST_00381
Logan,Scott,pettyamber@example.com,(724)412-4620,42.0,Algiers,2025-01-01,Basic,595.0,12708.14,CUST_00382
Kenneth,Garcia,robertnguyen@example.com,803-339-9378,34.0,Blida,2023-01-17,Standard,584.0,12820.61,CUST_00383
Steven,Russell,ojohnson@example.org,8489913824,32.0,Oran,2025-05-27,Standard,633.0,12431.0,CUST_00384
Vincent,Patton,nathanielgalloway@example.org,+1-468-270-0794,41.0,Algiers,2025-08-31,Standard,536.0,7086.63,CUST_00385
Timothy,Harper,okidd@example.org,001-384-802-8914,41.0,Oran,2025-05-10,Basic,747.0,9570.47,CUST_00386
Jessica,Lutz,gclark@example.com,+1-254-974-3553x79502,42.0,Algiers,2025-07-26,Standard,761.0,9610.67,CUST_00387
Emily,Gutierrez,ifarmer@example.org,+1-318-907-1569x5620,52.0,Batna,2025-09-03,Standard,670.0,9200.94,CUST_00388
Sean,Walker,changerin@example.net,(531)294-3375x047,42.0,Annaba,2025-10-25,Standard,577.0,2278.04,CUST_00389
Danielle,Rodriguez,ashley72@example.net,499.692.1921,45.0,Tlemcen,2025-06-06,Standard,818.0,2606.81,CUST_00390
Nicole,Daniel,james08@example.net,987-906-0566x418,42.0,Batna,2024-05-31,Standard,518.0,13403.88,CUST_00391
Bradley,Griffith,ramirezrobert@example.com,706-635-1903x61332,31.0,Oran,2024-09-28,Basic,438.0,5960.27,CUST_00392
Colin,Castillo,watkinsconnie@example.com,931-373-5058x319,52.0,Sidi Bel Abbès,2024-08-07,Standard,429.0,8795.52,CUST_00393
Christopher,Brown,bennettpamela@example.net,320-270-4961,25.0,Biskra,2023-01-08,Premium,650.0,9393.16,CUST_00394
Melissa,Morales,mhall@example.net,+1-707-567-6991x507,23.0,Oran,2023-03-04,Basic,674.0,17065.36,CUST_00395
Brooke,Jones,rebeccamartinez@example.net,656-879-7232x002,42.0,Biskra,2025-09-28,Standard,536.0,27077.08,CUST_00396
Karen,Collins,dylanparker@example.com,550-589-2038x8065,25.0,ANNABA,2025-03-21,Standard,678.0,19675.56,CUST_00397
Matthew,Contreras,vgreene@example.net,001-259-946-5217,35.0,Annaba,2025-08-16,Basic,619.0,5605.66,CUST_00398
Danielle,Steele,phanson@example.com,001-356-436-2050x1508,18.0,Blida,2024-03-08,Premium,590.0,6922.81,CUST_00399
Crystal,Durham,bradley03@example.org,323-242-5832x3024,28.0,Constantine,2024-01-01,Standard,751.0,33135.29,CUST_00400
Kristin,Rodriguez,kevinallen@example.com,+1-728-896-1122x33865,55.0,Annaba,2025-08-17,Standard,720.0,8638.08,CUST_00401
Kathryn,Matthews,kristine53@example.org,+1-842-789-7317x9128,29.0,Sidi Bel Abbès,2024-06-02,Standard,476.0,6379.860000000001,CUST_00402
Harold,Marquez,fbaldwin@example.com,696-890-3337x363,24.0,Sétif,2024-07-30,Premium,658.0,38820.11,CUST_00403
